Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
SMAP      ;DT 48/2020;Dispensa de Licitação - TCE;Aquisição de material necessário para a fabricação do EPI 527 - PROTETOR FACIAL ( FACE SHIELD) ;R$ 17.403,00;Rua: Solimões, 160;08/07/2020;04-017483/2020;10/07/2020;20/07/2020;Empenhado
SMAP      ;DT 49/2020;Dispensa de Licitação - TCE;Aquisição de 2.000 galões de 5 litros de Álcool em gel;R$ 43.660,00;Rua Solimões, 160;08/07/2020;01-059250/2020;09/07/2020;19/07/2020;Empenhado
FMAS      ;FN 13/2020;Financeiro;Desenvolver  o Plano de Trabalho denominado ACOLHIMENTO NA COMUNIDADE, o qual visa oferecer Serviço de Acolhimento Institucional na modalidade Abrigo Institucional, para pessoas adultas, do sexo masculino, na faixa etária de 18 a 59 anos de idade, em situação de rua, em vulnerabilidade e risco social decorrente do uso, abuso e dependência de substâncias psicoativas: álcool e outras drogas.  ;R$ 432.000,00;fas;08/07/2020;35-000133/2020;08/07/2020;07/07/2024;Confirmado Vencedor
FMAS      ;FN 13/2020;Financeiro;Desenvolver  o Plano de Trabalho denominado ACOLHIMENTO NA COMUNIDADE, o qual visa oferecer Serviço de Acolhimento Institucional na modalidade Abrigo Institucional, para pessoas adultas, do sexo masculino, na faixa etária de 18 a 59 anos de idade, em situação de rua, em vulnerabilidade e risco social decorrente do uso, abuso e dependência de substâncias psicoativas: álcool e outras drogas.  ;R$ 432.000,00;fas;08/07/2020;35-000133/2020;08/07/2020;07/07/2024;Confirmado Vencedor
FMS       ;DT 153/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO DEXTROCETAMINA CLORIDRATO 50MG/ML.;R$ 8.256,00;RUA JOÃO BETTEGA, 3350 - CIC.;08/07/2020;01-069835/2020;09/07/2020;12/07/2020;Empenhado
FMCA      ;FN 60/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal Para Criança e o Adolescente, por dispensa de chamamento público, conforme Resolução nº50/2020 e 144/2020- COMTIBA, para desenvolver o plano de trabalho AÇÃO EMERGENCIAL - COVID 19, que tem por objetivo qualificar os atendimentos oferecidos às crianças e adolescentes acolhidos.;R$ 75.000,00;120;08/07/2020;35-000387/2020;08/07/2020;01/01/2021;Confirmado Vencedor
FMS       ;DT 156/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO DE LEITOS EXCLUSIVOS DE UTI´STIPO II ADULTO E LEITOS CLÍNICOS/ENFERMARIA ADULTO AOS USUÁRIOS DO SUS COM QUADRO CLÍNICO SUSPEITO OU CONFIRMADO POR INFECÇÃO POR CORONAVÍRUS-COVID-19.;R$ 12.480.000,00;RUA FRANCISCO TORRES Nº 830 - 5º ANDAR - DAS;09/07/2020;04-026830/2020;09/07/2020;03/06/2021;Confirmado Vencedor
FMCA      ;FN 61/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal Para Criança e o Adolescente, por dispensa de chamamento público, conforme Resolução nº50/2020 e 144/2020- COMTIBA, para desenvolver o plano de trabalho "Contagiando Esperança", que tem por objetivo garantir a medida de proteção integral das crianças e adolescentes grávidas e ou com filhos em situação de risco pessoal e social, em especial nesse momento emergencial devido ao COVID-19.;R$ 146.250,00;fas;09/07/2020;35-000360/2020;09/07/2020;05/11/2020;Confirmado Vencedor
FMS       ;DT 158/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE VENTILADOR PULMONAR.;R$ 65.000,00;Rua João Bettega, 3350 Laboratório Central SMS;10/07/2020;01-063962/2020;13/07/2020;16/07/2020;Empenhado
FMS       ;DT 159/2020;Dispensa de Licitação - TCE;CONFECÇÃO, INSTALAÇÃO, REMOÇÃO, CONSERTO DE DIVISÓRIA NAVAL.;R$ 10.432,00;R FRANCISCO TORRES Nº 830 4º ANDAR;14/07/2020;01-070804/2020;16/07/2020;19/07/2020;Empenhado
SMAP      ;DT 50/2020;Dispensa de Licitação - TCE;Aquisição de 4.000 galões  de 5L de álcool Gel;R$ 87.320,00;Rua Solimões, 160;14/07/2020;01-066796/2020;14/07/2020;24/07/2020;Empenhado
FMCA      ;FN 62/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal da Criança e do Adolescente, visando a Execução de Serviço de Acolhimento Institucional na modalidade Abrigo Institucional, assegurando que em tempos de COVID-19 possa ser adaptada  a realidade, garantindo a qualidade dos serviços restado, bem como o fortalecimento de vínculos familiares e comunitário, assegurando que sejam cumpridas as orientações de saúde e isolamento social. Possibilitando que sejam feitas as adequações necessárias ao enfrentamento da pandemia.;R$ 37.500,00;fas;14/07/2020;35-000386/2020;14/07/2020;09/01/2021;Confirmado Vencedor
FMCA      ;FN 68/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal Para Criança e o Adolescente, por dispensa de chamamento público, conforme Resolução nº50/2020 e 144/2020- COMTIBA, para desenvolver o plano de trabalho ACOLHER E CUIDAR FFB 2020, que tem por objetivo garantir a medida de proteção integral no sistema de abrigo institucional para crianças e adolescentes em situação de risco pessoal e social da cidade de Curitiba, para que sejam provisionadas novas demandas emergenciais com a celeridade necessária num ambiente seguro e acolhedor no período da Pandemia do COVID-19. ;R$ 71.250,00;FAS;14/07/2020;35-000375/2020;14/07/2020;09/01/2021;Confirmado Vencedor
FMCA      ;FN 69/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal Para Criança e o Adolescente, por dispensa de chamamento público, conforme Resolução nº50/2020 e 144/2020- COMTIBA, para desenvolver o plano de trabalho "PROTEÇÃO", que tem por objetivo aprimorar e qualificar o serviço de acolhimento institucional oferecido as crianças, garantindo segurança, conforto e o bom funcionamento das instalações, por meio de aquisições de materiais de consumo e manutenção na estrutura na estrutura física da OSC, durante a situação emergencial devido ao COVID-19.;R$ 75.000,00;FAS;14/07/2020;04-017362/2020;14/07/2020;10/11/2020;Confirmado Vencedor
FMS       ;DT 161/2020;Dispensa de Licitação - TCE;Aquisição de seringa heparinizada.;R$ 22.800,00;RUA PRIMO LOURENÇO TOSIN, 1021.;16/07/2020;01-070295/2020;17/07/2020;20/07/2020;Empenhado
SMAP      ;DT 51/2020;Dispensa de Licitação - TCE;Aquisição de  120  Barreiras de Proteção Individual.;R$ 16.800,00;Rua: Solimões, 160;16/07/2020;01-071061/2020;17/07/2020;27/07/2020;Empenhado
FMS       ;IN 10/2020;Inexigibilidade de Licitação;AQUISIÇÃO DE ACESSÓRIOS PARA VENTILADOR PULMONAR MARCA INTERMED.;R$ 55.165,50;RUA JOÃO BETTEGA, 3350 - CIC.;16/07/2020;01-068220/2020;17/07/2020;20/07/2020;Empenhado
FMS       ;DT 165/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE CAMA HOSPITALAR MANUAL.;R$ 750.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;20/07/2020;01-072769/2020;21/07/2020;24/07/2020;Empenhado
FMS       ;DT 166/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE CAMA ELÉTRICA COM ELEVAÇÃO.;R$ 75.600,00;RUA JOÃO BETTEGA, 3350 - CIC.;20/07/2020;01-072731/2020;21/07/2020;24/07/2020;Empenhado
FMCA      ;FN 76/2020;Financeiro;O presente tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal Para Criança e o Adolescente, por dispensa de chamamento público, conforme Resolução nº50/2020 e 144/2020- COMTIBA, para desenvolver o plano de trabalho "Ainda Existe Amor", que tem por objetivo proporcionar as crianças, adolescentes e bebes acolhidos, o direito de uma proteção digna e humana diante da calamitosa situação de pandemia em razão do Covid-19.;R$ 180.000,00;fas;17/07/2020;35-000376/2020;17/07/2020;01/01/2021;Confirmado Vencedor
FMS       ;PE 71/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES, COM ITEM EXCLUSIVO E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 3.037.400,00;Almoxarifado da SMS-Rua João Bettega 3350-CIC;22/07/2020;01-062850/2020;20/07/2020;21/10/2021;Parcialmente Empenhado
FMS       ;FN 14/2020;Financeiro;FORNECIMENTO EM COMODATO DE 20 (VINTE) MONITORES DE SINAIS VITAIS PELO PERÍODO DE 90 (NOVENTA) DIAS.;R$ 0,00;RUA JOÃO BETTEGA, 3350 CIC ALMOXARIFADO - SMS;21/07/2020;01-073508/2020;21/07/2020;18/10/2020;Confirmado Vencedor
FMS       ;DT 168/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE CATETER NASAL ADULTO.;R$ 4.140,00;ALMOXARIFADO DA SECRETARIA MUNICIPAL DA SAÚDE;22/07/2020;01-074100/2020;23/07/2020;26/07/2020;Empenhado
FMS       ;DT 169/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE TERMÔMETRO INFRAVERMELHO DIGITAL.;R$ 37.000,00;ALMOXARIFADO DA SECRETARIA MUNICIPAL DA SAÚDE;22/07/2020;01-074576/2020;23/07/2020;26/07/2020;Empenhado
FMS       ;DT 171/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO AZITROMICINA 600MG (40MG/ML).;R$ 78.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;22/07/2020;01-074632/2020;23/07/2020;26/07/2020;Empenhado
FAAC      ;DT 6/2020;Dispensa de Licitação - TCE;AQUISIÇÃO E INSTALAÇÃO DE ADESIVO VINÍLICO PARA AS UNIDADES DO PROGRAMA ARMAZÉM DA FAMILIA;R$ 8.480,00;RUA DR. PEDROSA, 257 - 9º ANDAR - CENTRO;24/07/2020;42-000109/2020;28/07/2020;27/08/2020;Empenhado
FMS       ;DT 172/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTOS DE LABORATÓRIO, TOTALMENTE AUTOMATIZADO COM FORNECIMENTO DE INSUMOS PARA A REALIZAÇÃO DE TESTES DE GASOMETRIA, COMPREENDENDO A ASSISTÊNCIA TÉCNICA-CIENTÍFICA E MANUTENÇÃO PREVENTIVA E CORRETIVA, PARA O LABORATÓRIO MUNICIPAL DE CURITIBA DA SECRETARIA MUNICIPAL DA SAÚDE, PELO PERÍODO DE 6 (SEIS) MESES.;R$ 37.512,00;RUA PRIMO LOURENÇO TOSIN, 1021 - NOVO MUNDO LABORATÓRIO MUNICIPAL;23/07/2020;01-072636/2020;24/07/2020;19/01/2021;Confirmado Vencedor
FMS       ;DT 173/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE HEADSET COM TIARA.;R$ 7.935,30;RUA ATÍLIO BÓRIO, 680.;23/07/2020;01-039437/2020;24/07/2020;27/07/2020;Empenhado
FMS       ;DT 175/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE PINÇA PERFURADORA, PINÇA PORTA GRAMPO E ARCO DE OSTBY.;R$ 33.220,00;RUA JOÃO BETTEGA, 3350 - CIC.;27/07/2020;01-074407/2020;28/07/2020;31/07/2020;Empenhado
FMS       ;PE 78/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE INSUMOS PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 233.756,40;RUA PRIMO LOURENÇO TOSIN, 1021 - BAIRRO NOVO MUNDO CURITIBA - PR;27/07/2020;01-062867/2020;27/07/2020;25/09/2021;Parcialmente Empenhado
FMS       ;DT 177/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE UMIDIFICADOR DE OXIGÊNIO.;R$ 10.280,00;RUA JOÃO BETTEGA, 3350 - CIC.;27/07/2020;01-076047/2020;28/07/2020;31/07/2020;Empenhado
SMAP      ;PE 135/2020;PREGÃO ELETRÔNICO;COVID Aquisição de Água Sanitária, Álcool etílico líquido hidratado 70° inpm, Álcool gel 70% antisséptico, Desinfetante diluição 1:10, Detergente Neutro e Sabonete Liquido cremoso, através de Sistema de Registro de Preços por 06 (seis) meses.;R$ 431.646,75;CONFORME TERMO DE REFERÊNCIA;12/08/2020;01-062058/2020;27/07/2020;13/05/2021;Parcialmente Empenhado
SMAP      ;PE 136/2020;PREGÃO ELETRÔNICO;COVID - AQUISIÇÃO DE MÁSCARA NÃO DESCARTÁVEL, PELO SISTEMA DE REGISTRO DE PREÇOS, NO PERÍODO DE 06 (SEIS) MESES, PARA ATENDER A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E DE GESTÃO DE PESSOAL;R$ 342.171,72;Conforme edital e termo de referência;12/08/2020;01-063178/2020;27/07/2020;29/09/2021;Empenhado
FAAC      ;DT 7/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE TOTEM PARA ÁLCOOL EM GEL. ;R$ 14.570,00;RUA CAPITÃO JOÃO BUSSE, 660 - CAJURU;29/07/2020;42-000110/2020;04/08/2020;03/09/2020;Empenhado
SMAP      ;PE 137/2020;PREGÃO ELETRÔNICO;COVID - Aquisiçãode Luvas de procedimento não cirúrgicas, máscara descartável e face shield,através do SistemadeRegistrodePreços, pelo períodode6 (seis) meses,visando enfrentamento a pandemia COVID-19.;R$ 137.050,50;conforme Termo de referencia;13/08/2020;01-062096/2020;27/07/2020;05/10/2021;Parcialmente Empenhado
SMAP      ;DT 52/2020;Dispensa de Licitação - TCE;Contratação emergencial de empresa para prestação de serviços de sanitizaçãoveicular, em veículos da frota oficial, com fornecimento de equipamentos, materiais emão de obra especializada, para atender os órgãos da Administração Direta e Indireta.· quantidade - 500 aplicações (será considerada uma aplicação por veículo).;R$ 12.000,00;RUA SOLIMÕES, 160;04/08/2020;01-071423/2020;06/08/2020;04/10/2020;Confirmado Vencedor
FMS       ;DT 178/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE OXÍMETRO DE PULSO PORTÁTIL.;R$ 32.640,00;RUA JOÃO BETTEGA, 3350 - CIC.;28/07/2020;01-074685/2020;29/07/2020;01/08/2020;Empenhado
FMS       ;DT 179/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO DEXAMETASONA 4MG.;R$ 8.365,00;RUA JOÃO BETTEGA, 3350 - CIC.;28/07/2020;01-075928/2020;29/07/2020;01/08/2020;Empenhado
FMS       ;DT 180/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO FENTANILA.;R$ 7.990,00;RUA JOÃO BETTEGA, 3350 - CIC.;29/07/2020;01-076864/2020;30/07/2020;02/08/2020;Empenhado
FMS       ;DT 181/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE EQUIPO MICROGOTAS COM RESPIRO.;R$ 4.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;29/07/2020;01-076444/2020;30/07/2020;02/08/2020;Empenhado
FMS       ;PE 81/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO PARA LABORATÓRIO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI E ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 1.155.390,00;Rua Primo Lourenço Tosin, 1021 Bairro Novo Mundo Laboratório Municipal;30/07/2020;01-063027/2020;29/07/2020;21/09/2021;Empenhado
FMCA      ;FN 81/2020;Financeiro;Tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal para a Criança e Adolescente, por dispensa de chamamento público, conforme Resolução nº 115/2020 - COMTIBA, para desenvolver o plano de trabalho UMA INICIATIVA EM ABRIGO EMERGENCIAL, que tem por objetivo geral oferecer acolhimento provisório para crianças e adolescentes afastados do convívio familiar por meio de medida protetiva de abrigo (ECA, Art. 101), realizando ações voltadas à proteção social, orientação e informação das crianças e adolescentes em situação de vulnerabilidade e risco social, com vistas à prevenção do Covid-19 e disseminação do vírus. ;R$ 208.000,00;FAS;29/07/2020;35-000477/2020;29/07/2020;25/11/2020;Confirmado Vencedor
FMS       ;PE 84/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 740.364,00;conforme descrito no Item 20.18 do Edital de Embasamento;03/08/2020;01-068706/2020;31/07/2020;29/09/2021;Parcialmente Empenhado
FMS       ;DT 185/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO DE FORNECIMENTO/LOCAÇÃO, INSTALAÇÃO , MANUTENÇÃO PREVENTIVA E CORRETIVA DE 170 BOMBAS INFUSORAS PARA A UTILIZAÇÃO DE EQUIPOS PARENTAIS  E ENTERAIS PARA A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 183.600,00;RUA FRANCISCO TORRES, 830 - SMS;31/07/2020;01-074662/2020;06/08/2020;01/02/2021;Confirmado Vencedor
SME       ;DT 53/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE KITS DE GÊNEROS ALIMENTÍCIOS PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 147.920,00;Conforme processo original;31/07/2020;01-077954/2020;31/07/2020;11/08/2020;Empenhado
FMAS      ;DT 16/2020;Dispensa de Licitação - TCE;Contratação de empresa para prestação de serviços de limpeza, asseio e conservação necessária para as unidades oficiais da Fundação de Ação Social, atendendo as orientações do ministério da saúde quanto ao combate da pandemia do novo coronavírus - covid19;R$ 613.161,00;CONFORME CONTRATO;31/07/2020;01-074318/2020;01/08/2020;31/01/2021;Confirmado Vencedor
FMAS      ;DT 16/2020;Dispensa de Licitação - TCE;Contratação de empresa para prestação de serviços de limpeza, asseio e conservação necessária para as unidades oficiais da Fundação de Ação Social, atendendo as orientações do ministério da saúde quanto ao combate da pandemia do novo coronavírus - covid19;R$ 613.161,00;CONFORME CONTRATO;31/07/2020;01-074318/2020;01/08/2020;31/01/2021;Confirmado Vencedor
SME       ;PE 142/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TERMÔMETRO INFRAVERMELHO, DIGITAL PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO.;R$ 208.125,00;CONFORME EDITAL;03/08/2020;01-075626/2020;25/08/2020;18/09/2020;Empenhado
SME       ;PE 143/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TAPETE SANITIZANTE PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 58.657,50;CONFORME EDITAL;03/08/2020;01-075617/2020;25/08/2020;28/08/2020;Empenhado
SME       ;PE 144/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TOTEM PARA ÁLCOOL EM GEL PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO.;R$ 268.050,00;CONFORME EDITAL;03/08/2020;01-075612/2020;27/08/2020;20/11/2020;Empenhado
FMS       ;DT 186/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE FLUXÔMETRO, TOMADA E VÁLVULA PARA OXIGÊNIO.;R$ 37.620,00;RUA JOÃO BETTEGA, 3350 - CIC.;04/08/2020;01-076773/2020;05/08/2020;08/08/2020;Empenhado
FMS       ;DT 187/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE SERINGA HEPARINIZADA.;R$ 57.000,00;RUA PRIMO LOURENÇO TOSIN, 1021;04/08/2020;01-075949/2020;05/08/2020;08/08/2020;Empenhado
FMS       ;DT 188/2020;Dispensa de Licitação - TCE;CONTRATAÇÃO EM CARÁTER EMERGENCIAL  PARA A AMPLIAÇÃO DE  LEITOS CLÍNICOS/ENFERMARIAS ADULTO PARA CUIDADOS PROLONGADOS DE PACIENTES CRÔNICOS ORIUNDOS DE UNIDADES DE TERAPIA INTENSIVA DE LEITOS DE ENFERMARIA DE HOSPITAIS DE REFERÊNCIA AO COVID-19 E DAS UNIDADES DE PRONTO ATENDIMENTO-UPAS, INCLUINDO A RETAGUARDA DOS PACIENTES EGRESSOS DE OUTROS SERVIÇOS DA REDE DE SAÚDE DO SUS, COM QUADRO CLÍNICO SUSPEITOS OU CONFIRMADOS DE COVID-19 DE BAIXO RISCO CLÍNICO.;R$ 864.000,00;RUA FRANCISCO TORRES, 830 - SMS;05/08/2020;01-072913/2020;06/08/2020;03/11/2020;Confirmado Vencedor
